date,R_H,Precipitation,ET,GW1428A,GW1430,GW285,HK4003U,HK4004U,HK4012H,HK4013H,HK4014H,HK4101U,HK4102U,HK4115U,HK4206U,HK4226B,HK4256U,HK4258U,HK4262U,HK4302H,SGU903074482,SGU909128423,SGU912799781,SGU912799806,SGU912799815,SGU912799853
3/11/2017,93,0,2.21801165,,,,,19.77,,,,,,,,,,,,,,,,,,
3/12/2017,97,0,1.642968355,,,,,,,,,,,,,,,,,,,,,,,
3/13/2017,84,0,1.238270495,,,,,,,,,,,,,,,,,,,,,,,
3/14/2017,91,1,0.911521621,,,,,,,,,,,,,,,,,,,,,,,
3/15/2017,96,0,2.431751976,,,,,,,,,,,,,,,,,,,,,,,
3/16/2017,90,3,1.294640609,,,,,,,,,,,,,,,,,,,,,,,
3/17/2017,85,0.2,1.725353344,,,,,,,,,,,,,,,,,,,,,,,
3/18/2017,94,0.1,2.123868965,,,,,,,,,,,,,,,,,,,,,,,
3/19/2017,98,0.2,1.20425254,,,,,,,,,,,,,,,,,,,,,,,
3/20/2017,91,11.3,1.170167823,,,,,,,,,,,,,,,,,,,,,,,
3/21/2017,89,6.2,1.315026818,,,,,,,,,,,,,,,,,,,,,,,
3/22/2017,83,0.1,1.237966935,,,,18.16,19.75,,,,,,16.29,,,,,,,,,,,,
3/23/2017,90,0,2.100751448,,,,,,,,,,,,,,,,,,,,,,,
3/24/2017,95,0,2.137374072,,,,,,,,,,,,,,,,,,,,,,,
3/25/2017,99,0,2.322087194,,,,,,,,,,,,,,,,,,,,,,,
3/26/2017,99,0,1.744526094,,,,,,,,,,,,,,,,,,,,,,,
3/27/2017,99,0,0.804140633,,,,,,,,,,,,,,,,,,,,,,,
3/28/2017,97,0.9,0.982666624,,,,,,,,,51.13,44.64,,57.77,,,,,,,,,,,
3/29/2017,100,0.3,0.897151099,,,,,,,,,,,,,,,,,,,,,,,
3/30/2017,97,12.7,0.89317768,,,,,,,,,,,,,,,,,,,,,,,
3/31/2017,100,4.3,1.077527466,,,,,,,,,,,,,,,,,,,,,,,
4/1/2017,99,0.2,1.006769952,,,,,,,,,,,,,,,,,,,,,,,
4/2/2017,100,0,1.600720922,,,,,,,,,,,,,,,,,,,,,,,
4/3/2017,89,0,1.976318535,,,,,,,,,,,,,,,,,,,21.8,,,,
4/4/2017,86,0,1.71913348,,17.17,,,,,,,,,,,,,,,,,,,,,
4/5/2017,94,0.1,2.074779637,45.14,,,,,,,,,,,,,,,,,,,,,,
4/6/2017,96,0,1.593840868,,,,,,,,,,,,,,,,,,,,,,,
4/7/2017,94,0,2.506150966,,,,,,,,,,,,,,,,,,,,,,,
4/8/2017,92,0,1.7344912,,,,,,,,,,,,,,,,,,,,,,,
4/9/2017,74,2,1.5566243,,,,,,,,,,,,,,,,,,,,,,,
4/10/2017,97,0.1,1.985166652,,,,,,,,,,,,,,,,,,,,,,,
4/11/2017,93,11.3,2.410644123,,,,,,,,,,,,,,,,,,,,,,,
4/12/2017,78,0.1,1.512441485,,,,,,,,,,,,,,,,,,,,,,,
4/13/2017,83,1,0.885122823,,,,,,,,,,,,,,,,,,,,,,,
4/14/2017,65,0,1.965637951,,,,,,,,,,,,,,,,,,,,,,,
4/15/2017,83,0,1.410227148,,,,,,,,,,,,,,,,,,,,,,,
4/16/2017,64,4.2,1.024763342,,,,,,,,,,,,,,,,,,,,,,,
4/17/2017,52,0,1.376581122,,,,,,,,,,,,,,,,,,,,,,,
4/18/2017,78,0,1.669019238,,,,,,,,,,,,,,,,,,,,,,,
4/19/2017,94,0,1.75690514,,,,18.7,19.61,,,,,,15.929,,18.23,,,,,,2.93,,,,
4/20/2017,64,0,0.784683206,,,,,,,,,,,,,,,,,,,,,,,
4/21/2017,78,0,2.043628319,,,,,,,,,,,,,,,,,,,,,,,
4/22/2017,80,0,2.851718451,,,,,,,,,,,,,,,,,,,,,,,
4/23/2017,67,4.4,2.160064231,,,,,,,,,,,,,,,,,,,,,,,
4/24/2017,73,9.2,1.713740549,,,,,,,,,,,,,,,,,,,,,,,
4/25/2017,76,1.8,1.126694396,,,,,,27.92293346,,,,,,,,,,,,,,,,,
4/26/2017,88,0,1.824996602,,,,,,,,,5.66,44.56,,57.66,,,,,,,,,,,
4/27/2017,83,5,1.763126681,,,,,,,,,,,,,,,,,,,,,,,
4/28/2017,83,10.3,0.749606273,,,,,,,,,,,,,,,,,,,,,,,
4/29/2017,76,0,1.891467322,,,,,,,,,,,,,,,,,,,,,,,
4/30/2017,54,0,1.840032948,,,,,,,,,,,,,,,,,,,,,,,
5/1/2017,60,0,2.659313894,,,,,,,,,,,,,,,,,,,,,,,
5/2/2017,59,0,2.94076627,,,,,,,,,,,,,,,,,,,,,,,
5/3/2017,70,0,2.519239508,,,,,,,,,,,,,,,,,,,,,,,
5/4/2017,85,0,2.907578512,,,,,,,,,,,,,,,,,,,,,,,
5/5/2017,82,0,2.897839965,,,,,,,,,,,,,,,,,,,,,,,
5/6/2017,70,0,2.457433981,,,,,,,,,,,,,,,,,,,,,,,
5/7/2017,41,0.7,1.714049723,,,,,,,,,,,,,,,,,,,,,,,
5/8/2017,76,0,1.984041545,,,,18.7,19.57,27.8263488,,22.84774139,,,15.939,,,,,,,,,,,,
5/9/2017,89,0,1.595434848,,,,,,,,,,,,,,,,,,,2.86,,,,
5/10/2017,91,1.9,1.458004597,,,,,,,,,,,,,,,,,,,,,,,
5/11/2017,64,0.2,0.711986319,,,,,,,,,,44.48,,57.34,,,,,,,,,,,
5/12/2017,84,0,1.92502858,,,,,,,,,,,,,,,,,,,,,,,
5/13/2017,99,2.4,1.514226486,,,,,,,,,,,,,,,,,,,,,,,
5/14/2017,97,2.9,1.21200816,,,,,,,,,,,,,,,,,,,,,,,
5/15/2017,100,0,1.232281162,,,,,,,23.52361844,,,,,,,,,,,23.62396715,,,,,
5/16/2017,100,9.4,1.508808625,,,,,,,,,,,,,,,,,,,,,,,
5/17/2017,100,0.6,0.640660776,,,,,,,,,,,,,,,,,,,,,,,
5/18/2017,99,0,3.307667414,,,,,,,,,,,,,,,,,,,,,,,
5/19/2017,92,0,1.659453146,,,,,,,,,,,,,,,,,,,,,,,
5/20/2017,91,0,2.923944478,,,,,,,,,,,,,,,,,,,,,,,
5/21/2017,83,0,1.908963926,,,,,,,,,,,,,,,,,,,,,,,
5/22/2017,90,0,1.514482486,,,,,,,,,,,,,,,,,,,,,,,
5/23/2017,92,3.1,1.693397449,,,,,,,,,,,,,,,,,,,,,,,
5/24/2017,85,0,1.824201062,,,,,,,,,,,,,,,,,,,,,,,
5/25/2017,91,0,1.936643672,,,,,,,,,,,,,,,,,,,,,,,
5/26/2017,95,0,1.970858333,,,,,,,,,,,,,,,,,,,,,,,
5/27/2017,99,0,2.385166195,,,,,,,,,,,,,,,,,,,,,,,
5/28/2017,99,2.6,1.95896363,,,,,,,,,,,,,,,,,,,,,,,
5/29/2017,92,0.3,0.645530101,,,,,,,,,,,,,,,,,,,,,,,
5/30/2017,79,23.2,0.774484032,44.77,,,,,,,,,,,,17.97,,,,,,,,,,
5/31/2017,83,1.1,1.525318886,,,,,,,,,,,,,,,,,,,,,,,
6/1/2017,72,0,1.97465805,,16.98,,,,,,,52.46,,,,,,,,,,,,,,
6/2/2017,86,0.6,1.349734925,,,,,,,,,,,,,,,,,,,,,,,
6/3/2017,82,0.3,1.678522558,,,,,,,,,,,,,,,,,,,,,,,
6/4/2017,90,11.7,0.94791518,,,,,,,,,,,,,,,,,,,,,,,
6/5/2017,83,0.9,1.841563558,,,,,,,,,,,,,,,,,,,,,,,
6/6/2017,89,18,2.50257086,,,,,,,,,,,,,,,,,,,,,,,
6/7/2017,97,22.1,1.502535968,,,,,,,,,,,,,,,,,,,,,,,
6/8/2017,97,5.9,1.334565309,,,,,,,,,,,,,,,,,,,,,,,
6/9/2017,91,1.1,1.189329624,,,,,,,,,52.7,44.63,,57.34,,,,,,,,,,,
6/10/2017,95,1.5,1.39451199,,,,,,,,,,,,,,,,,,,,,,,
6/11/2017,88,9.2,0.873062518,,,,,,,,,,,,,,,,,,,,,,,
6/12/2017,84,0,1.222075216,,,,,,,,,,,,,,,,,,,,,,,
6/13/2017,90,0,2.319087469,,,,,,,,,,,,,,,,,,,,,,,
6/14/2017,82,0,1.686700643,,,,,,,,,,,,,,,,,,,,,,,
6/15/2017,96,2.7,1.507816958,,,,,,,,,,,,,,,,,,,2.91,,,,
6/16/2017,89,15.8,0.985489542,,,,18.16,,,,,,,16.29,,18.33,,,,,24.195823,,,,,
6/17/2017,93,0,1.789654176,,,,,,,,,,,,,,,,,,,,,,,
6/18/2017,89,0,1.763393159,,,,,,,,,,,,,,,,,,,,,,,
6/19/2017,66,0,1.797399345,,,,,19.69,27.87463717,23.694811,,,,,,,,,,,,,,,,
6/20/2017,76,0,2.574307133,,,,,,,,,,,,,,,,,,,,,,,
6/21/2017,85,0,1.951949874,,,,,,,,,,,,,,,,,,,,,,,
6/22/2017,92,0.2,1.033180284,,,,,,,,,,,,,,,,,,,,,,,
6/23/2017,73,5.3,1.223310856,,,,,,,,,,,,,,,,,,,,,,,
6/24/2017,84,4.7,1.975264003,,,,,,,,,,,,,,,,,,,,,,,
6/25/2017,68,12.3,1.448672632,,,,,,,,,,,,,,,,,,,,,,,
6/26/2017,54,0,2.145037965,,,,,,,,,,,,,,,,,,,,,,,
6/27/2017,53,0,1.960376929,,,,,,,,,,,,,,,,,,,,,,,
6/28/2017,61,0,2.201319324,,,,,,,,,,,,,,,,,,,,,,,
6/29/2017,75,0,2.8475191,,,,,,,,,,,,,,,,,,,,,,,
6/30/2017,88,0,2.449545968,,,,,,,,,,,,,,,,,,,,,,,
7/1/2017,74,0,2.495873032,,,,,,,,,,,,,,,,,,,,,,,
7/2/2017,80,0,2.172898748,,,,,,,,,,,,,,,,,,,,,,,
7/3/2017,86,5,2.072474823,,,,,,,,,,,,,,,,,,,,,,,
7/4/2017,83,0,1.949527516,,,,,,,,,,,,,,,,,,,,,,,
7/5/2017,74,0,1.622594924,,,,17.97,19.49,27.54622239,,21.8616414,,,15.799,,17.83,,,,,,2.5,,,,
7/6/2017,84,0,1.529264859,,,,,,,,,,,,,,,,,,,,,,,
7/7/2017,79,2,1.447270696,,,,,,,23.3457684,,49.93,44.24,,57.26,,,,,,,,,,,
7/8/2017,84,0.2,1.391840562,,,,,,,,,,,,,,,,,,,,,,,
7/9/2017,83,0,1.710041944,,,,,,,,,,,,,,,,,,,,,,,
7/10/2017,85,0,1.392547902,,,,,,,,,,,,,,,,,,,,,,,
7/11/2017,59,0.5,1.509567028,,,,,,,,,,,,,,,,,,,,,,,
7/12/2017,81,0,1.919529459,,,,,,,,,,,,,,,,,,,,,,,
7/13/2017,83,0,2.133113637,,,,,,,,,,,,,,,,,,,,,,,
7/14/2017,85,0,1.714927788,,,,,,,,,,,,,,,,,,,,,,,
7/15/2017,75,0,1.90718044,,,,,,,,,,,,,,,,,,,,,,,
7/16/2017,82,12.3,1.299772608,,,,,,,,,,,,,,,,,,,,,,,
7/17/2017,80,0,2.677310015,,,,,,,,,,,,,,,,,,23.76672742,,,,,
7/18/2017,81,0,2.002959756,,,,,,,,,,,,,,,,,,,,,,,
7/19/2017,67,0,1.874729675,,,,,,,,,,,,,,,,,,,,,,,
7/20/2017,73,0,2.460775871,,,,,,,,,,,,,,,,,,,,,,,
7/21/2017,88,1.8,1.461334448,,,,,,,,,,,,,,,,,,,,,,,
7/22/2017,88,0,2.145592367,,,,,,,,,,,,,,,,,,,,,,,
7/23/2017,75,0,2.086505348,,,,,,,,,,,,,,,,,,,,,,,
7/24/2017,76,0.7,1.415597836,,,,,,,,,,,,,,,,,,,,,,,
7/25/2017,89,0,1.830611274,,,,,,,,,,,,,,,,,,,,,,,
7/26/2017,81,0,1.787393673,,,,,,,,,,,,,,,,,,,,,,,
7/27/2017,81,5.9,1.32171237,,,,,,,,,,,,,,,,,,,,,,,
7/28/2017,84,0,1.853125527,,,,,,,,,,,,,,,,,,,,,,,
7/29/2017,83,13.9,1.199752811,,,,,,,,,,,,,,,,,,,,,,,
7/30/2017,84,5.1,1.400891893,,,,,,,,,,,,,,,,,,,,,,,
7/31/2017,82,0,1.796299661,,,,,,,,,,,,,,,,,,,,,,,
8/1/2017,84,3.2,2.053216059,,16.69,,,,,,,,,,,,,,,,,,,,,
8/2/2017,75,1.6,1.806185458,44.53,,,,,,,,,,,,,,,,,,,,,,
8/3/2017,81,15.5,1.103773589,,,,,,,,,,,,,,,,,,,,,,,
8/4/2017,88,4.3,1.069303147,,,,,,,,,,,,,,,,,,,,,,,
8/5/2017,90,0,2.161658104,,,,,,,,,,,,,,,,,,,,,,,
8/6/2017,82,0,2.264507756,,,,,,,,,,,,,,,,,,,,,,,
8/7/2017,76,0.2,1.865767447,,,,,,,,,,,,,,,,,,,,,,,
8/8/2017,89,0,2.012208624,,,,,,,,,,,,,,,,,,,,,,,
8/9/2017,64,8.5,1.842313759,,,,,,,,,52.63,44.6,,56.89,,,,,,,,,,,
8/10/2017,84,0,1.938515173,,,,17.9,19.65,27.2178761,22.98799365,21.1187697,,,15.569,,17.5,,,,,23.6376999,2.27,,,,
8/11/2017,87,0.3,1.72295407,,,,,,,,,,,,,,,,,,,,,,,
8/12/2017,80,6.2,1.069197142,,,,,,,,,,,,,,,,,,,,,,,
8/13/2017,84,0,1.992338244,,,,,,,,,,,,,,,,,,,,,,,
8/14/2017,75,0,2.377601793,,,,,,,,,,,,,,,,,,,,,,,
8/15/2017,81,8.9,2.447265223,,,,,,,,,,,,,,,,,,,,,,,
8/16/2017,90,0,2.204810554,,,,,,,,,,,,,,,,,,,,,,,
8/17/2017,85,6.1,2.507669527,,,,,,,,,,,,,,,,,,,,,,,
8/18/2017,92,6.7,1.72753718,,,,,,,,,,,,,,,,,,,,,,,
8/19/2017,92,2,2.081088766,,,,,,,,,,,,,,,,,,,,,,,
8/20/2017,83,0,1.628706783,,,,,,,,,,,,,,,,,,,,,,,
8/21/2017,86,2.5,2.302389742,,,,,,,,,,,,,,,,,,,,,,,
8/22/2017,92,0,2.411107916,,,,,,,,,,,,,,,,,,,,,,,
8/23/2017,69,0,2.388084724,,,,,,,,,,,,,,,,,,,,,,,
8/24/2017,66,6,1.655433156,,,,,,,,,,,,,,,,,,,,,,,
8/25/2017,88,0.2,1.376444714,,,,,,,,,,,,,,,,,,,,,,,
8/26/2017,77,9.8,1.408392994,,,,,,,,,,,,,,,,,,,,,,,
8/27/2017,94,0,1.604499168,,,,,,,,,,,,,,,,,,,,,,,
8/28/2017,89,0,2.254596365,,,,,,,,,,,,,,,,,,,,,,,
8/29/2017,89,0,2.456639063,,,,,,,,,,,,,,,,,,,,,,,
8/30/2017,92,6.1,2.051408418,,,,,,,,,,,,,,,,,,,,,,,
8/31/2017,89,2,0.920801141,,,,,,,,,,,,,,,,,,,,,,,
9/1/2017,84,0.2,2.506245353,,,,,,,,,,,,,,,,,,,,,,,
9/2/2017,76,0.2,2.441169665,,,,,,,,,,,,,,,,,,,,,,,
9/3/2017,83,0.8,2.532917731,,,,,,,,,,,,,,,,,,,,,,,
9/4/2017,78,0,1.072192856,,,,,,,,,,,,,,,,,,,,,,,
9/5/2017,92,1.3,1.113465451,,,,,,,,,51.71,43.98,,56.93,,,,,,,,,,,
9/6/2017,93,28.9,1.069545437,,,,,,,,,,,,,,,,,,,,,,,
9/7/2017,94,1.8,1.385169496,,,,,,,,,,,,,,,,,,,,,,,
9/8/2017,92,6.1,1.030766884,,,,,,,,,,,,,,,,,,,,,,,
9/9/2017,90,5.3,1.273775327,,,,,,,,,,,,,,,,,,,,,,,
9/10/2017,82,0,1.692569886,,,,,,,,,,,,,,,,,,,,,,,
9/11/2017,81,13.2,1.435018097,,,,,,,,,,,,,,,,,,,,,,,
9/12/2017,82,1.9,2.211538245,,,,,,,,,,,,,,,,,,,,,,,
9/13/2017,86,2.5,1.194928102,,,,,,,,,,,,,,,,,,,,,,,
9/14/2017,88,7,1.86171353,,16.68,46.9233814,,,,,,,,,,,,,,,,,,,,
9/15/2017,85,25,2.033777752,,,,,,,,,,,,,,,,,,,,,,,
9/16/2017,81,1.1,2.248477037,,,,,,,,,,,,,,,,,,,,,,,
9/17/2017,85,1.8,1.281994975,,,,,,,,,,,,,,,,,,,,,,,
9/18/2017,92,1.8,2.047096755,,,,,,,,,,,,,,,,,,,,,,,
9/19/2017,79,3.1,1.105914405,,,,,,,,,,,,,,,,,,,,,,,
9/20/2017,92,0,1.130071425,,,,,,,,,,,,,,,,,,,,,,,
9/21/2017,90,0,1.25086668,,,,,,,,,,,,,,,,,,,,,,,
9/22/2017,91,3.6,1.425208374,,,,,,,,,,,,,,,,,,,,,,,
9/23/2017,96,0,1.31455484,,,,,,,,,,,,,,,,,,,,,,,
9/24/2017,94,0,1.993192134,,,,,,,,,,,,,,,,,,,,,,,
9/25/2017,95,0,2.855908381,,,,,,,,,,,,,,,,,,,,,,,
9/26/2017,79,0,2.327524581,,,,,,,,,,,,,,,,,,,,,,,
9/27/2017,78,0.2,2.598404494,,,,,,,,,,,,,,,,,,,,,,,
9/28/2017,81,0,2.963979692,,,,17.94,19.68,27.62349645,23.5331537,22.9989221,,,15.789,,17.96,,,,,,2.51,,,,
9/29/2017,81,0,2.285442737,,,,,,,,,,,,,,,,,,,,,,,
9/30/2017,80,0,3.227567212,,,,,,,,,,,,,,,,,,,,,,,
10/1/2017,82,1.6,2.092537757,,,,,,,,,,,,,,,,,,,,,,,
10/2/2017,89,25.6,1.437386845,,,,,,,,,,,,,,,,,,,,,,,
10/3/2017,87,1.8,1.842268086,,,,,,,,,,,,,,,,,,24.5723323,,,,,
10/4/2017,69,13.9,1.864356151,,,,,,,,,,,,,,,,,,,,,,,
10/5/2017,73,0,2.778401997,,,,,,,,,,,,,,,,,,,,,,,
10/6/2017,73,0,2.614792933,,,,,,,,,,,,,,,,,,,,,,,
10/7/2017,76,1.3,1.430421522,,,,,,,,,,,,,,,,,,,,,,,
10/8/2017,64,0,2.239871263,,,,,,,,,,,,,,,,,,,,,,,
10/9/2017,64,0,2.54986374,,,,,,,,,5.13,44.55,,57.5,,,,,,,,,,,
10/10/2017,71,2.4,1.973836151,,,,,,,,,,,,,,,,,,,,,,,
10/11/2017,84,21.2,1.366403073,,,,,,,,,,,,,,,,,,,,,,,
10/12/2017,94,1,2.057267088,,,,,,,,,,,,,,,,,,,2.65,,,,
10/13/2017,70,4.4,2.257633605,,,,18.16,19.8,28.2752,,23.2612615,,,15.99,,18.14,,,,,,,,,,
10/14/2017,99,0.3,1.58603662,,,,,,,,,,,,,,,,,,,,,,,
10/15/2017,84,0,1.52249729,,,,,,,,,,,,,,,,,,,,,,,
10/16/2017,95,0.3,1.858460807,,,,,,,,,,,,,,,,,,,,,,,
10/17/2017,96,0.7,1.825310205,,,,,,,,,,,,,,,,,,,,,,,
10/18/2017,90,0.2,2.228762381,,,,,,,23.741983,,,,,,,,,,,23.1548977,,,,,
10/19/2017,75,0.2,1.74886744,,,,,,,,,,,,,,,,,,,,,,,
10/20/2017,79,2,1.445652723,,,,,,,,,,,,,,,,,,,,,,,
10/21/2017,90,3.3,1.590973233,,,,,,,,,,,,,,,,,,,,,,,
10/22/2017,86,10.7,1.255858687,,,,,,,,,,,,,,,,,,,,,,,
10/23/2017,93,0.2,1.413833096,,,,,,,,,,,,,,,,,,,,,,,
10/24/2017,77,19.8,1.281630049,,,,,,,,,,,,,,,,,,,,,,,
10/25/2017,97,13.7,1.259176752,,,,,,,,,,,,,,,,,,,,,,,
10/26/2017,84,5.9,2.073922982,,17.3,,,,,,,,,,,,,,,,,,,,,
10/27/2017,96,0,1.845444933,,,,,,,,,,,,,,,,,,,,,,,
10/28/2017,77,8.4,3.204410026,,,,,,,,,,,,,,,,,,,,,,,
10/29/2017,93,0,2.743217368,,,,,,,,,,,,,,,,,,,,,,,
10/30/2017,49,0,2.736259644,,,,,,,,,,,,,,,,,,,,,,,
10/31/2017,50,0.9,1.635554238,,,,,,,,,,,,,,,,,,,,,,,
11/1/2017,95,1.7,1.264578265,,,,,,,,,,,,,,,,,,,,,,,
11/2/2017,89,0.2,2.658719525,,,,,,,,,,,,,,,,,,,,,,,
11/3/2017,72,0.2,1.235764907,,,,,,,,,,,,,,,,,,,,,,,
11/4/2017,87,0.7,1.377861657,,,,,,,,,,,,,,,,,,,,,,,
11/5/2017,87,3.8,1.39994621,,,,,,,,,,,,,,,,,,,,,,,
11/6/2017,78,0,2.310646475,,,,,,,,,,,,,,,,,,,,,,,
11/7/2017,72,1.5,1.897011251,,,,,,,,,48.16,44.67,,57.63,,,,,,,,,34.45,31.34,
11/8/2017,90,0,1.982221596,,,,,,,,,,,,,,,18.66,,,,,,,,
11/9/2017,96,8.1,1.326489349,,,,,,,,,,,,,,,,18.22,,,,,,,
11/10/2017,77,7.7,1.249704345,,,,,,,,,,,,,,,,,,,,,,,
11/11/2017,61,0,2.265267305,,,,,,,,,,,,,,,,,,,,,,,
11/12/2017,88,0,2.312044127,,,,,,,,,,,,,,,,,,,,,,,
11/13/2017,64,0,2.017418,,,,18.17,19.73,28.485382,23.7943781,,,,15.999,,18.3,,18.7,18.28,,23.9547351,2.83,,,,
11/14/2017,80,6,1.113803525,,,,,,,,,,,,,,,,,,,,,,,
11/15/2017,80,0,2.031594373,,,,,,,,,,,,,,,,,,,,,,,
11/16/2017,74,4.5,1.50164102,,,,,,,,,,,,,,,,,,,,,,,
11/17/2017,67,3.2,1.920301377,,,,,,,,,,,,,,,,,,,,,,,
11/18/2017,86,1.8,1.663449703,,,,,,,,,,,,,,,,,,,,,,,
11/19/2017,71,4,1.112928269,,,,,,,,,,,,,,,,,,,,,,,
11/20/2017,67,0,1.583859175,,,,,,,,,,,,,,,,,,,,,,,
11/21/2017,94,2.6,1.264755831,,,,,,,,,,,,,,,,,,,,,,,
11/22/2017,91,10,0.925038128,,,,,,,,,,,,,,,,,,,,,,,
11/23/2017,93,5.2,1.690030285,,,,,,,,,,,,,,,,,,,,,,,
11/24/2017,81,0,1.380381287,,,,,,,,,,,,,,,,,,,,,,,
11/25/2017,83,0,1.787181227,,,,,,,,,,,,,,,,,,,,,,,
11/26/2017,88,10.8,1.12171837,,,,,,,,,,,,,,,,,,,,,,,
11/27/2017,82,9.1,1.206120021,,,,,,,,,,,,,,,,,,,,,,,
11/28/2017,90,6.9,1.140833602,,,,,,,,,,,,,,,,,,,,,,,
11/29/2017,90,0.3,1.138319142,,,,,,,,,,,,,,,,,,,,6.76,,,33.75
11/30/2017,91,0,1.127291072,,,,,,,,,,,,,,,,,,,,,,,
12/1/2017,91,0,1.041377032,,,,,,,,,,,,,,,,,,,,,,,
12/2/2017,72,2.9,0.978531099,,,,,,,,,,,,,,,,,,,,,,,
12/3/2017,98,0,1.536317341,,,,,,,,,,,,,,,,,,,,,,,
12/4/2017,75,0,1.977783881,,17.21,,,,,,,,,,,,,,,,,,,,,
12/5/2017,79,6,1.103777897,,,,18.21,19.73,28.13543714,,,,,16.119,,18.44,,18.88,18.42,,,21.1,,,,
12/6/2017,93,8.1,1.138087658,,,,,,,23.9343565,,5.5,44.79,,57.78,,,,,,23.72613594,,,,,
12/7/2017,93,4.9,1.273453165,,,,,,,,,,,,,,,,,,,,,,,
12/8/2017,76,0.4,1.456784235,45.31,,,,,,,,,,,,,,,,,,,,,,
12/9/2017,73,0.7,1.728852981,,,,,,,,,,,,,,,,,,,,,,,
12/10/2017,87,4,1.238523715,,,,,,,,,,,,,,,,,,,,,,,
12/11/2017,88,3.8,1.0692178,,,,,,,,,,,,,,,,,,,,,,,
12/12/2017,99,1.6,1.154283958,,,,,,,,,,,,,,,,,,,,,,,
12/13/2017,90,21.9,0.907207633,,,,,,,,,,,,,,,,,,,,,,,
12/14/2017,90,6.4,1.108010191,,,,,,,,,,,,,,,,,,,,,,,
12/15/2017,98,0.1,1.156447215,,,,,,,,,,,,,,,,,,,,,,,
12/16/2017,87,0.4,1.197919685,,,,,,,,,,,,,,,,,,,,,,,
12/17/2017,91,0,1.478907755,,,,,,,,,,,,,,,,,,,,,,,
12/18/2017,87,0.1,1.018255694,,,,,,,,,,,,,,26.61,,,,,,,,,
12/19/2017,94,1.1,1.263043283,,,,,,,,,,,,,,,,,,,,,,,
12/20/2017,100,2.5,1.097876126,,,,,,,,,,,,,,,,,,,,,,,
12/21/2017,100,0,1.530447867,,,,,,,,,,,,,,,,,,,,,,,
12/22/2017,80,5.9,1.51368614,,,,,,,,,,,,,,,,,,,,,,,
12/23/2017,98,0,1.235083555,,,,,,,,,,,,,,,,,,,,,,,
12/24/2017,92,9.2,1.41240537,,,,,,,,,,,,,,,,,,,,,,,
12/25/2017,96,10.7,1.105601324,,,,,,,,,,,,,,,,,,,,,,,
12/26/2017,99,3.4,1.251155709,,,,,,,,,,,,,,,,,,,,,,,
12/27/2017,84,9.6,1.263788742,,,,,,,,,,,,,,,,,,,,,,,
12/28/2017,92,4.1,1.148286784,,,,,,,,,,,,,,,,,,,,,,,
12/29/2017,89,0.7,1.165795709,,,,,,,,,,,,,,,,,,,,,,,
12/30/2017,90,10.1,1.100260723,,,,,,,,,,,,,,,,,,,,,,,
12/31/2017,93,8.2,1.039259132,,,,,,,,,,,,,,,,,,,,,,,
1/1/2018,96,6.5,1.11870179,,,,,,,,,,,,,,,,,,,,,,,
1/2/2018,94,1.8,1.612445363,,,,,,,,,52.51,44.99,,,,,,,,,,,,,
1/3/2018,94,6.5,1.184220975,,,,,,,,,,,,58.18,,,,,,,,,,,
1/4/2018,94,0,1.159149641,,,,,19.82,27.65247423,24.1645148,,,,,,,,,,,,,,,,
1/5/2018,82,0,1.14546929,,,,18.31,,,,,,,16.339,,18.63,,19.12,,,,,,,,
1/6/2018,88,0,1.081321567,,,,,,,,,,,,,,,,,,,,,,,
1/7/2018,63,0,1.626440217,,,,,,,,,,,,,,,,,,,,,,,
1/8/2018,84,0,1.512359232,,,,,,,,,,,,,,,,,,,,,,,
1/9/2018,94,0,2.041177938,,,,,,,,,,,,,,,,,,,,,,,
1/10/2018,62,8.3,1.449146923,,,,,,,,,,,,,,,,,,,,,,,
1/11/2018,97,0.7,1.15356158,,,,,,,,,,,,,,,,,,,,,,,
1/12/2018,89,0.3,1.139654417,,,,,,,,,,,,,,,,,,,,,,,
1/13/2018,86,0,1.242774394,,,,,,,,,,,,,,,,,,,,,,,
1/14/2018,70,0,1.282453412,,,,,,,,,,,,,,,,,,,,,,,
1/15/2018,80,8.9,1.056787838,,17.28,,,,,,,,,,,,,,18.39,,23.71574161,21.28,,,,
1/16/2018,98,6.6,0.936411379,,,,,,,,,,,,,,,,,,,,,,,
1/17/2018,97,0.1,1.091579269,,,,,,,,,,,,,,,,,,,,,,,
1/18/2018,89,0,1.092907849,,,,,,,,,,,,,,,,,,,,,,,
1/19/2018,91,0.3,1.694423179,,,,,,,,,,,,,,,,,,,,,,,
1/20/2018,96,0,0.966779885,,,,,,,,,,,,,,,,,,,,,,,
1/21/2018,91,0,1.067297562,,,,,,,,,,,,,,,,,,,,,,,
1/22/2018,94,0,1.043714286,,,,,,,,,,,,,,,,,,,,,,,
1/23/2018,85,16.6,0.959618449,,,,,,,,,,,,,,,,,,,,,,,
1/24/2018,99,5.4,1.146487543,,,,,,,,,,,,,,,,,,,,,,,
1/25/2018,89,1.8,1.252739662,,,,,,,,,,,,,,,,,,,,,,,
1/26/2018,94,0,1.191670532,,,,,,,,,,,,,,,,,,,,,,,
1/27/2018,82,10.3,1.396474359,,,,,,,,,,,,,,,,,,,,,,,
1/28/2018,93,7.4,1.166553775,,,,,,,,,,,,,,,,,,,,,,,
1/29/2018,92,7.8,1.099338366,,,,,,,,,,,,,,,,,,,,,,,
